ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
39835,I am a student who is learning to code,"Student, full-time",Philippines,,,Some college/university study without earning a degree,11 - 17 years,Online Courses or Certification,2,,,,,,,Assembly;C;C++;Haskell;Python;R;SQL,HTML/CSS;Java;JavaScript;Node.js;PHP;Swift,SQLite,MongoDB;MySQL;Oracle,,,,,,,,,PyCharm;RStudio;Visual Studio Code,Xcode,Windows,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,A few times per week,No,,"No, not really",No,18-24 years old,Man,No,Queer,Southeast Asian;East Asian,None of the above,None of the above,Appropriate in length,Easy,
39970,I code primarily as a hobby,"Not employed, and not looking for work",Philippines,,,Primary/elementary school,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Books / Physical media",3,,,,,,,C;C++;HTML/CSS;Java;JavaScript;Node.js;Python,C;C++;HTML/CSS;Java;JavaScript;Node.js,,,,,,,,,,,Eclipse;Notepad++;Sublime Text;Visual Studio Code,Notepad++;Visual Studio Code,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,"Yes, somewhat",No,Under 18 years old,"Or, in your own words:",No,Straight / Heterosexual,Southeast Asian;East Asian,None of the above,None of the above,Too long,Easy,
40103,I am a student who is learning to code,"Not employed, and not looking for work",Philippines,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,School,3,,,,,,,HTML/CSS;JavaScript;Node.js;Python,HTML/CSS;JavaScript;Node.js;Python;TypeScript,PostgreSQL,Firebase;MongoDB;PostgreSQL,Heroku,AWS;Google Cloud Platform,Django;jQuery,Angular;Django;Express;Gatsby;React.js,,,Git,Git;Unity 3D;Unreal Engine,Notepad++;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Not sure,Yes,18-24 years old,Man,No,,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
40186,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",10,3,"Engineer, data;Engineer, site reliability","1,000 to 4,999 employees",PHP	Philippine peso,47000.0,Monthly,C#;HTML/CSS;Java;JavaScript;Node.js;SQL,Assembly;C#;HTML/CSS;JavaScript;Node.js;PowerShell;Rust;SQL,Elasticsearch;MariaDB;MySQL,Elasticsearch;MySQL;Redis;SQLite,AWS,AWS,Angular;ASP.NET Core ,Angular;ASP.NET Core ;jQuery,.NET Core / .NET 5,.NET Core / .NET 5;React Native,Git,Ansible;Docker;Git;Kubernetes,,,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Meditate;Other (please specify):,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Too short,Easy,11136.0
40358,I am a developer by profession,"Not employed, but looking for work",Philippines,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",3,,"Developer, front-end",,,,,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;VBA,Bash/Shell;C++;Go;JavaScript;Kotlin;Matlab;Node.js;Python;SQL;TypeScript,SQLite,MongoDB,,,Angular;Django;Express;jQuery;React.js,Django;Express;Flask;React.js;Svelte;Vue.js,NumPy;Pandas;React Native,NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch,Git;Yarn,Git;Yarn,Atom;Eclipse;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Android Studio;Eclipse;IPython/Jupyter;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Play games;Visit another developer community (please name):,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",Yes,18-24 years old,Man,No,Straight / Heterosexual,East Asian,,"Or, in your own words:",Appropriate in length,Easy,
40537,I am a student who is learning to code,"Student, full-time",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Books / Physical media",3,,,,,,,C;C#;C++;HTML/CSS;Java;PHP;Python;SQL,HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;Ruby;SQL;Swift;TypeScript,MariaDB;Microsoft SQL Server;MySQL;SQLite,Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,,,ASP.NET;jQuery,Angular;Angular.js;ASP.NET;Django;Express;Flask;jQuery;Laravel;React.js;Ruby on Rails;Spring;Vue.js,.NET Framework,Flutter;NumPy;React Native;TensorFlow,Git,Docker;Git;Unity 3D,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,Android Studio;Atom;Emacs;NetBeans;PyCharm;RubyMine;Vim;Visual Studio Code;Xcode,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Meditate,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,18-24 years old,Man,No,,Southeast Asian,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Neither easy nor difficult,
41339,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,15,10,"Developer, full-stack;Developer, back-end;Database administrator;System administrator","10,000 or more employees",PHP	Philippine peso,,Monthly,HTML/CSS;JavaScript;PHP;Python;SQL;VBA,HTML/CSS;JavaScript;Python;SQL;VBA,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,,,ASP.NET;Django;Drupal;jQuery;Laravel;Symfony,Django;Drupal;Laravel;Symfony,.NET Framework;.NET Core / .NET 5;NumPy;React Native,.NET Framework;.NET Core / .NET 5;NumPy;React Native,Git,Git,Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Too long,Easy,
41523,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",11,2,"Developer, full-stack;Designer",2 to 9 employees,PHP	Philippine peso,30000.0,Monthly,C#;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL,HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript,MySQL;Redis,MySQL;Redis,DigitalOcean;Google Cloud Platform,DigitalOcean,jQuery;Laravel;React.js;Vue.js,Laravel;React.js;Vue.js,Flutter;React Native,Flutter;React Native,Docker;Git;Unity 3D,Docker;Git;Kubernetes,Android Studio;Sublime Text;Vim;Visual Studio;Visual Studio Code,PHPStorm;Vim;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",Yes,18-24 years old,Man,No,,Southeast Asian;Middle Eastern,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,7116.0
41555,I code primarily as a hobby,"Student, full-time",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification",,,,,,,,C;C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;VBA,,Firebase;Microsoft SQL Server;SQLite,,Heroku,,Angular.js;Django,,.NET Framework;.NET Core / .NET 5;NumPy;Torch/PyTorch,,Git;Unity 3D,,IPython/Jupyter;Notepad++;Vim;Visual Studio Code,,Windows,Google it,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,Under 18 years old,Man,No,,,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
41581,I am a student who is learning to code,"Student, full-time",Philippines,,,"Professional degree (JD, MD, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",2,,,,,,,C;C++;Java;PHP;SQL,C#;JavaScript;Node.js,Microsoft SQL Server;MySQL,Firebase;Microsoft SQL Server;MySQL,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ;Express;jQuery;React.js,ASP.NET;ASP.NET Core ;Express;jQuery;React.js,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,,,Android Studio;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Android Studio;Eclipse;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Play games,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
41631,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Online Forum;Online Courses or Certification;Books / Physical media,7,3,"Developer, full-stack;Developer, back-end","1,000 to 4,999 employees",PHP	Philippine peso,43000.0,Monthly,JavaScript;PHP;SQL,JavaScript;SQL,MariaDB;MySQL;Redis,MariaDB;MySQL;Redis,,,jQuery;Laravel;Vue.js,Angular;Angular.js;jQuery;Laravel;React.js;Vue.js,,,Docker;Git;Kubernetes,Docker;Git;Kubernetes,PHPStorm,PHPStorm,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",No,18-24 years old,Man,No,,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,10188.0
41771,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Books / Physical media,6,Less than 1 year,"Developer, front-end;Designer",I don’t know,PHP	Philippine peso,,Weekly,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL,MySQL,MySQL,Google Cloud Platform,,jQuery,jQuery,Apache Spark,,Git,,Sublime Text,Sublime Text,Windows,Visit Stack Overflow;Google it,Stack Overflow,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Too long,Easy,
42201,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Colleague;Books / Physical media",6,2,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end",2 to 9 employees,PHP	Philippine peso,17000.0,Monthly,Assembly;C;Dart;HTML/CSS;JavaScript;Kotlin;Matlab;Node.js;PHP;Python;SQL;TypeScript;VBA,Assembly;Dart;HTML/CSS;JavaScript;Kotlin;Matlab;Node.js;Python;SQL;TypeScript,Firebase;MariaDB;MySQL;SQLite,Firebase;MariaDB;MySQL;SQLite,AWS;Google Cloud Platform,AWS;Google Cloud Platform,Django;React.js;Vue.js,Django;React.js;Vue.js,.NET Framework;Flutter,.NET Framework;Flutter,,,Android Studio;Eclipse;NetBeans;Visual Studio;Visual Studio Code;Xcode,Android Studio;NetBeans;Visual Studio;Visual Studio Code;Xcode,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,4032.0
42385,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum",19,16,"Developer, full-stack","10,000 or more employees",PHP	Philippine peso,,,C#;HTML/CSS;JavaScript;PowerShell;TypeScript,C#;F#;Go;HTML/CSS;JavaScript;PowerShell;TypeScript,Microsoft SQL Server,,Microsoft Azure,,Angular;Angular.js;jQuery,Vue.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Git,Git;Kubernetes,Notepad++;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
42523,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Younger than 5 years,"Other online resources (ex: videos, blogs, etc);Books / Physical media",21,15,"Developer, full-stack;Data scientist or machine learning specialist;Student;Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,PHP	Philippine peso,350000.0,Monthly,Assembly;Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript,Bash/Shell;JavaScript;Matlab;Node.js;Python;SQL;TypeScript,DynamoDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,DynamoDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,AWS;Google Cloud Platform;Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,Angular;Drupal;Flask;React.js,Flask;React.js,Cordova;Keras;NumPy;Pandas;React Native;TensorFlow,Apache Spark;Cordova;Hadoop;Keras;NumPy;Pandas;React Native;TensorFlow,Docker;Git;Kubernetes;Terraform;Yarn,Docker;Git;Kubernetes;Terraform;Yarn,IPython/Jupyter;Visual Studio Code,IPython/Jupyter;Visual Studio Code,MacOS,Google it,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,82956.0
42864,I am a student who is learning to code,"Independent contractor, freelancer, or self-employed",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",1,,Other (please specify):;Student,,,,,HTML/CSS,HTML/CSS;Java;JavaScript;Node.js;Python,,,,,,,,,Git,Git,Atom;Notepad++;Sublime Text;Visual Studio,Sublime Text;Visual Studio,Windows,Go for a walk or other physical activity;Google it;Do other work and come back later;Play games;Panic,Stack Overflow,Less than once per month or monthly,No,,"No, not really",No,25-34 years old,Woman,No,,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
42924,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",6,5,"Engineer, data;Developer, back-end;Database administrator",20 to 99 employees,PHP	Philippine peso,,Monthly,Haskell;Java;PHP;PowerShell;SQL,,Elasticsearch;MySQL,,AWS;DigitalOcean,,Flask;Laravel;Vue.js,,,,Git,,Sublime Text;Visual Studio Code,,Windows,Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
42994,I am a student who is learning to code,"Student, full-time",Philippines,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",3,,,,,,,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;PowerShell;Python;Ruby;Rust,PostgreSQL;Redis,Elasticsearch;Firebase;MongoDB;PostgreSQL;Redis,Heroku,,Express;Flask;Gatsby,Django;Drupal;Express;Flask;Gatsby;jQuery;React.js;Vue.js,,,Docker;Git;Yarn,Ansible;Deno;Docker;Git;Kubernetes;Puppet;Terraform;Yarn,Atom;Visual Studio Code,Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Panic,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Under 18 years old,Man,No,Prefer not to say,Southeast Asian,None of the above,I have autism / an autism spectrum disorder (e.g. Asperger's),Appropriate in length,Easy,
43222,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",13,4,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;System administrator",20 to 99 employees,USD	United States dollar,1100.0,Monthly,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript,DynamoDB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL;Redis,AWS;DigitalOcean;Google Cloud Platform,AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure,Express;Gatsby;React.js;Vue.js,Express;React.js;Vue.js,React Native,React Native,Docker;Git;Yarn,Docker;Git;Kubernetes;Terraform;Yarn,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,18-24 years old,Woman,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,13200.0
43656,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Colleague",4,2,"Developer, front-end;Developer, back-end",10 to 19 employees,PHP	Philippine peso,,Weekly,HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript,HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript,MariaDB;MySQL,DynamoDB;MariaDB;MySQL,AWS;DigitalOcean;Heroku,AWS;DigitalOcean;Heroku;Microsoft Azure,Laravel;React.js;Vue.js,Angular;Angular.js;ASP.NET;Express;FastAPI;Laravel;React.js;Ruby on Rails;Spring;Symfony;Vue.js,,,Git,Deno;Docker;Flow;Git;Kubernetes,Sublime Text;Visual Studio Code,Android Studio;PHPStorm;PyCharm;Visual Studio Code;Webstorm,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Play games,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,Less than once per month or monthly,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
44077,I am a student who is learning to code,"Not employed, but looking for work",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Colleague",1,,Academic researcher;Student;Data or business analyst;Marketing or sales professional,,,,,HTML/CSS;JavaScript,,,,Google Cloud Platform,Google Cloud Platform,,,,,Unreal Engine,,Sublime Text;Visual Studio Code,,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Meditate,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,Daily or almost daily,"Yes, somewhat",No,25-34 years old,Man,No,Prefer to self-describe:,"Or, in your own words:","Or, in your own words:",,Appropriate in length,Neither easy nor difficult,
44400,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",13,9,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",PHP	Philippine peso,,Monthly,HTML/CSS;JavaScript;PHP;SQL,Go;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,MySQL,MariaDB;MySQL;SQLite,AWS;DigitalOcean,AWS;DigitalOcean,Laravel;Vue.js,Laravel;Vue.js,,,Git,Docker;Git,Sublime Text,PHPStorm;Webstorm,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",No,25-34 years old,Man,No,,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
44424,I am a student who is learning to code,"Student, full-time",Philippines,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18 - 24 years,Online Forum;Other (please specify):,6,,,,,,,,,,,,,Angular.js;ASP.NET;Drupal;FastAPI;Laravel;Ruby on Rails;Spring;Svelte;Symfony,Angular;ASP.NET Core ;Gatsby;React.js;Vue.js,,,,,Android Studio,Atom;IntelliJ;IPython/Jupyter;Notepad++,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Multiple times per day,"Yes, somewhat",Yes,18-24 years old,Man,No,,Middle Eastern,None of the above,None of the above,Too short,Neither easy nor difficult,
44496,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Coding Bootcamp;School;Online Courses or Certification,3,2,"Developer, front-end;Developer, full-stack",20 to 99 employees,PHP	Philippine peso,20000.0,Monthly,HTML/CSS;JavaScript;Node.js;PHP;SQL,Node.js;TypeScript,DynamoDB;MariaDB;MongoDB;MySQL,,Heroku,AWS,Express;jQuery;Laravel;React.js,Django;Flask;Vue.js,,,,,Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,25-34 years old,Woman,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Too long,Easy,4740.0
44502,I am a developer by profession,Employed full-time,Philippines,,,"Associate degree (A.A., A.S., etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague",8,6,"Developer, full-stack;Engineer, data;Database administrator;DevOps specialist;Engineer, site reliability;System administrator",500 to 999 employees,PHP	Philippine peso,,Monthly,Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript,,DynamoDB;MySQL;Redis,Elasticsearch,AWS,,Vue.js,,,,Git,,Visual Studio Code,,Windows Subsystem for Linux (WSL),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",Yes,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Difficult,
44543,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member;Online Courses or Certification;Books / Physical media",9,3,"Developer, full-stack",20 to 99 employees,PHP	Philippine peso,60000.0,Monthly,Elixir;Go;JavaScript;PHP;Python;SQL;TypeScript,Dart;Elixir;Go;Kotlin;Node.js;Python;TypeScript,PostgreSQL,PostgreSQL;Redis,AWS,AWS,Angular;Flask;React.js,Flask;React.js,,,Docker;Git,Ansible;Docker;Git;Kubernetes;Terraform;Yarn,Visual Studio Code,Neovim;Vim;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Play games;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,14220.0
44548,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",12,8,"Developer, back-end;Developer, game or graphics",10 to 19 employees,PHP	Philippine peso,,Monthly,C#;Go;Java;Python,C#;Java;Python,Cassandra;PostgreSQL,PostgreSQL,AWS,AWS,ASP.NET Core ,ASP.NET Core ,.NET Core / .NET 5,.NET Core / .NET 5,Docker;Git;Kubernetes,Git,IntelliJ;Notepad++;PyCharm;Visual Studio Code,IntelliJ;Notepad++;PyCharm;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,"Or, in your own words:",None of the above,Appropriate in length,Easy,
44576,I am a developer by profession,Employed full-time,Philippines,,,Some college/university study without earning a degree,18 - 24 years,Online Courses or Certification,15,11,"Developer, full-stack",10 to 19 employees,USD	United States dollar,,,HTML/CSS;PHP;SQL;TypeScript,,Microsoft SQL Server;MySQL,,AWS;DigitalOcean;Microsoft Azure,,Angular;ASP.NET;ASP.NET Core ;jQuery;Laravel;Vue.js,,,,,,,,,,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,25-34 years old,Man,No,,,,,,,
